B,BNNB,NBNB,NBNB,C,D,NBNB,NBNB,FF,A
SHREE TIRUPATIJI COAT,,,,VADODARA,390010,0.1,1,212505484,1769
SWASTIK ELECTRICAL WORKS,,,,MUMBAI,400705,0.1,1,212505483,1770
MADHURAM BLOSSOM,,,,AHMEDABAD,382470,0.1,1,212505482,1771
TSP ENGINEERS PVT LTD,,,,GURGAON,122001,0.1,1,212505481,1772
KUNJLATA KISHORCHARAJI GOSWAMI,,,,JUNAGADH,362001,0.1,1,212505480,1773
CHHATTISGARH ENTERPRISES,,,,KORBA,495677,0.1,1,212505479,1774
ARCHEE GROUP CONTRACTS PVT LTD,,,,GURGAON,122001,0.1,1,212505478,1775
R-KAD CONSULTANTS,,,,INDORE,452002,0.1,1,212505477,1776
ROHITKUMAR TEXTILE MILLS LLP,,,,AHMEDABAD,382405,0.1,1,212505476,1777
SUKHDEEP SINGH,,,,MOHALI,160062,0.1,1,212506135,1778
UFI FILTERS INDIA PRIVATE LIMITED,,,,REWARI,123401,0.1,1,212506134,1779
MARSHALL MACHINES LTD,,,,LUDHIANA,141010,0.1,1,212506133,1780
SHARP SIGHT LASER CENTER PVT LTD,,,,NEW DELHI,110092,0.1,1,212506132,1781
TIRUPATI UDYOG PREMISES COOPERATIVE SOCIETY LIMITED,,,,MUMBAI,400063,0.1,1,212506131,1782
SUZLON ENERGY LIMITED AND ITS ALL SUBSIDIARIES IN INDIA,,,,PUNE,411028,0.1,1,212506130,1783
CORNERSTONE ONDEMAND SERVICES INDIA PRIVATE LIMITED,,,,MUMBAI,400093,0.1,1,212506129,1784
MS ADVANCE BIO SEEDS COMPANY,,,,LUCKNOW,226028,0.1,1,212506128,1785
MS SAI TYRE HOUSE (167/74),,,,PUNE,412208,0.1,1,212506127,1786
TIRUMALA AGENCIES,,,,BANGALORE,560016,0.1,1,212506126,1787
SHUBHANGI COLLECTION,,,,OSMANABAD,413504,0.1,1,212506125,1788
SIDDHIVINAYAK AGENCY,,,,MADHUBANI,847402,0.1,1,212506124,1789
"DIPTI KHANDELWAL,SHASHI KHANDELWAL,VINITA DEVI KHANDELWAL",,,,INDORE,452002,0.1,1,212506123,1790
REFTHERM MONOLITHIC ENGINEERING SOLUTIONS,,,,CHENNAI,600077,0.1,1,212506122,1791
REFRATECH MONOLITHIC ENGINEERING SOLUTIONS,,,,CHENNAI,600077,0.1,1,212506121,1792
MINDA CORPORATION LTD,,,,REWARI,123501,0.1,1,212506120,1793
MS. O(1) INDIA PRIVATE LIMITED,,,,MUMBAI,400069,0.1,1,212506119,1794
DEMARTE SILK AND SAREES,,,,LUDHIANA,141001,0.1,1,212506118,1795
CSP/EWS CONDOMINIUM OWNERS ASSOCIATION,,,,NEW DELHI,110015,0.1,1,212506117,1796
BASF CATALYSTS INDIA PRIVATE LIMITED,,,,MUMBAI,400051,0.1,1,212506116,1797
GENESIS IT INNOVATIONS LTD,,,,BANGALORE,560052,0.1,1,212506715,1798
COLLABORATE SOLUTIONS PRIVATE LIMITED,,,,HYDERABAD,500013,0.1,1,212506714,1799
COLLABORATE SOLUTIONS PRIVATE LIMITED,,,,HYDERABAD,500013,0.1,1,212506713,1800
ANNAPURNA FINANCE PRIVATE LIMITED,,,,BHUBANESWAR,751030,0.1,1,212506706,1801
ANNAPURNA FINANCE PRIVATE LIMITED,,,,BHUBANESWAR,751030,0.1,1,212506705,1802
ROHAN HOUSING PVT LTD,,,,PUNE,411005,0.1,1,212506704,1803
CORNERSTONE ONDEMAND SERVICES INDIA PRIVATE LIMITED,,,,MUMBAI,400093,0.1,1,212506703,1804
BANARASWALA WIRE MESH PRIVATE LIMITED,,,,COIMBATORE,641005,0.1,1,212506702,1805
RYAN INDIA TAX SERVICES PVT LTD,,,,RANGAREDDY ,500081,0.1,1,212506701,1806
KLEVU INDIA PVT LTD,,,,AHMEDABAD,380015,0.1,1,212506700,1807
INNVOCEPT GLOBAL SOLUTIONS PRIVATE LIMITED,,,,THANE,400607,0.1,1,212506699,1808
MULTIPLIER BRAND SOLUTIONS PRIVATE LIMITED,,,,NEW DELHI,110044,0.1,1,212506698,1809
MOWEB TECHNOLOGIES PVT LTD,,,,AHMEDABAD,380009,0.1,1,212506697,1810
IFB INDUSTRIES LTD,,,,KOLKATA,700107,0.1,1,212506696,1811
COLLABORATE SOLUTIONS PRIVATE LIMITED,,,,HYDERABAD,500013,0.1,1,212506712,1812
COLLABORATE SOLUTIONS PRIVATE LIMITED,,,,HYDERABAD ,500013,0.1,1,212506711,1813
ADDWEB SOLUTION PRIVATE LIMITED,,,,AHMEDABAD,380009,0.1,1,212506710,1814
ADDWEB SOLUTION PRIVATE LIMITED,,,,AHMEDABAD,380009,0.1,1,212506709,1815
ADDWEB SOLUTION PRIVATE LIMITED,,,,AHMEDABAD,380009,0.1,1,212506708,1816
ADDWEB SOLUTION PRIVATE LIMITED,,,,AHMEDABAD,380009,0.1,1,212506707,1817
RITES LTD-SHANTAGOUDA S WANDAGANUR,,,,BIJAPUR,586214,0.1,1,212507295,1818
SHRI UMIYA ENGINEERING WORKS,,,,VADODARA,390010,0.1,1,212507294,1819
TULSI INFRASTRUCTURE,,,,JUNAGADH,362001,0.1,1,212507293,1820
M/S UPADHYAY CONSTRUCTION PVT. LTD.,,,,GHAZIABAD,201002,0.1,1,212507292,1821
SILVERLINE ELECTRICALS,,,,PUNE,412208,0.1,1,212507291,1822
LICHI CERAMIC,,,,RAJKOT,363642,0.1,1,212507290,1823
APPLETREE BUILDING MAINTENANCE PVT LTD,,,,GURGAON,122050,0.1,1,212507289,1824
JAGRUTI WELFARE ASSOCIATION,,,,AHMEDABAD,380026,0.1,1,212507288,1825
HOTEL SARVODAY AND RESTAURANT,,,,SABARKANTHA,383001,0.1,1,212507287,1826
BANSAL TRADING COMPANY,,,,NEW DELHI,110034,0.1,1,212507286,1827
HOTEL SARVODAY AND RESTAURANT,,,,SABARKANTHA,383001,0.1,1,212507285,1828
MASCOT ELECTROTEK PVT LTD,,,,RAJKOT,360024,0.1,1,212507284,1829
PRABHU CONTRACTOR,,,,NORTH GOA,403001,0.1,1,212507283,1830
JAY COTTON INDUSTRIES,,,,BHAVNAGAR,364730,0.1,1,212507282,1831
RAMBHABEN UKABHAI TANTI,,,,PUNE,411001,0.1,1,212507281,1832
OM ELECTRICALS,,,,RAJKOT,360030,0.1,1,212507280,1833
M/S ELEVENTURE SYSTEMS & SERVICES PRIVATE LIMITED,,,,GURGAON,122002,0.1,1,212507279,1834
M/S ISHITA CONSTRUCTION,,,,KANPUR,208025,0.1,1,212507278,1835
M/S ONIX ENCLAVES PVT. LTD.,,,,MUMBAI,400101,0.1,1,212507277,1836
SHREE MAHALAXMI ALLIED SERVICES,,,,AHMADNAGAR,414001,0.1,1,212507276,1837
SPM POWER AND TELECOM PVT LTD,,,,HYDERABAD,500051,0.1,1,212506735,1838
GK STEEL CORPORATION,,,,JAIPUR,302013,0.1,1,212506734,1839
HINDUSTAN PAPER MACHINERY INDUSTRIES,,,,GHAZIABAD,201001,0.1,1,212506733,1840
BANKA TEX PROP. SHRI KRISHNA BANKA-HUF,,,,SURAT,395002,0.1,1,212506732,1841
BALAJI STEEL,,,,RAIPUR,492001,0.1,1,212506731,1842
FLAMINGO TRADERS,,,,AHMEDABAD,380006,0.1,1,212506730,1843
M/S. A. G. INDIA RETAIL PVT. LTD,,,,NEW DELHI,110034,0.1,1,212506729,1844
PRAYAG POLYMERS PVT LTD,,,,RAJKOT,363641,0.1,1,212506728,1845
BASIL DRUGS AND PHARMACEUTICALS PVT LTD,,,,BHIWANDI,421302,0.1,1,212506727,1846
RELIANCE INDUSTRIES LTD.,,,,NAVI MUMBAI,400701,0.1,1,212506726,1847
DRAWCANS PRIVATE LIMITED,,,,BANGALORE,561203,0.1,1,212506725,1848
PHONEPE PRIVATE LIMITED,,,,BANGALORE,560034,0.1,1,212506724,1849
M/S EAGLE FORGINGS,,,,NEW DELHI,110020,0.1,1,212506723,1850
WELCOME TEXTILES,,,,THANE,421302,0.1,1,212506722,1851
R L STEELS AND ENERGY LIMITED,,,,AURANGABAD,431107,0.1,1,212506721,1852
DEALSKART ONLINE SERVICES PVT LTD,,,,FARIDABAD,121003,0.1,1,212506720,1853
GUJARAT STATE WAREHOUSING CORPORATION,,,,AHMEDABAD,380001,0.1,1,212506719,1854
RAIN CII CARBON VIZAG LTD,,,,HYDERABAD,500073,0.1,1,212506718,1855
SEDEMAC MECHATRONICS PVT LTD,,,,PUNE,411041,0.1,1,212506717,1856
GENESIS IT INNOVATIONS LTD,,,,BANGALORE,560052,0.1,1,212506716,1857
DUNZO DIGITAL PRIVATE LIMITED,,,,BANGALORE,560038,0.1,1,212506155,1858
AHMEDABAD RING ROAD INFRASTRUCTURE LTD,,,,AHMEDABAD,380006,0.1,1,212506154,1859
HOERBIGER INDIA PRECISION TECHNOLOGY PRIVATE LIMITED,,,,THANE,421312,0.1,1,212506153,1860
TYNIMO LIFESTYLE PRIVATE LIMITED,,,,THANE,400705,0.1,1,212506152,1861
SANGEETA JAIN WAREHOUSE,,,,SHEOPUR,476337,0.1,1,212506151,1862
SHILPI JAIN WAREHOUSE,,,,SHEOPUR,476337,0.1,1,212506150,1863
GENITECH NSAN PHARMACETICAL PVT LTD,,,,GURGAON,122002,0.1,1,212506149,1864
CHOUDHARY ADVISORY SERVICES PVT LTD,,,,KOLKATA,700017,0.1,1,212506148,1865
MS EROS RESORTS AND HOTELS PRIVATE LIMITED - UNIT HOTEL CROWN PLAZA JOINT INSURED WITH INTERCONTINENTAL HOTELS GROUP (INDIA) PRIVATE LIMITED,,,,NEW DELHI,110019,0.1,1,212506147,1866
MINDA CORPORATION LTD,,,,PUNE,410501,0.1,1,212506146,1867
NIRMAN ASSOCIATES PRIVATE LIMITED,,,,FARIDABAD,121003,0.1,1,212506145,1868
RAJESH INDUSTRIAL PROJECTS PVT LTD,,,,NEW DELHI,110096,0.1,1,212506144,1869
BIBA APPARELS PVT LTD,,,,GURGAON,122102,0.1,1,212506143,1870
MAINAGE FACILITY MANAGEMENT PRIVATE LIMITED,,,,GURGAON,122001,0.1,1,212506142,1871
M/S AQUAMARINE HEALTHCARE PVT LTD,,,,NEW DELHI,110026,0.1,1,212506141,1872
CREAMLINE DAIRY PRODUCTS LIMITED,,,, HYDERABAD,500082,0.1,1,212506140,1873
DECATHLON SPORTS INDIA PVT LTD,,,,BANGALORE,562157,0.1,1,212506139,1874
STAR VISION LASER CENTRE,,,,NEW DELHI,110008,0.1,1,212506138,1875
ARATT FELICITA APARTMENT OWNERS ASSOCIATION,,,,BANGALORE,560114,0.1,1,212506137,1876
KUNDLI STAINLESS STEEL CLUSTER SERVICES PRIVATE LIMITED,,,,KUNDLI,131028,0.1,1,212506136,1877
INTERGLOBE AVIATION LIMITED(INDI GO),,,,GURGAON,122002,0.1,1,212506775,1878
KALPATARU POWER TRANSMISSION LTD,,,,GANDHINAGAR,382028,0.1,1,212506774,1879
MR A K GOHIL,,,,BHAVNAGAR,364060,0.1,1,212506773,1880
SUNRISE ENGINEERS,,,,HYDERABAD,500094,0.1,1,212506772,1881
MS SIDDHI VINAYAK LABOUR,,,,BHAVNAGAR,364060,0.1,1,212506771,1882
CORNERSTONE ONDEMAND SERVICES INDIA PRIVATE LIMITED,,,,MUMBAI,400093,0.1,1,212506770,1883
SPM POWER AND TELECOM PVT LTD,,,,MEDAK ,502255,0.1,1,212506769,1884
INSTAKART SERVICES PVT LTD,,,,BANGALORE,560103,0.1,1,212506768,1885
CHAURASIA BROTHERS,,,,DEHRADUN,248001,0.1,1,212506767,1886
EAGLE FORGINS PVT. LTD.,,,,GAUTAM BUDH NAGAR,201305,0.1,1,212506766,1887
RELIANCE INDUSTRIES LTD.,,,,NAVI MUMBAI,400701,0.1,1,212506765,1888
ELITE ELECTRONICS,,,,MAHESANA,382715,0.1,1,212506764,1889
BLS ECOTECH LTD,,,,NEW DELHI,110001,0.1,1,212506763,1890
RELIANCE INDUSTRIES LTD.,,,,NAVI MUMBAI,400701,0.1,1,212506762,1891
ANGEL BIOGENICS PVT LTD,,,,RAJKOT,360005,0.1,1,212506761,1892
UKANDIN INTERNATIONAL PRIVATE LIMITED,,,,GAUTAM BUDH NAGAR,201308,0.1,1,212506760,1893
M/S SETHI INTERNATIONAL,,,,HOSHIARPUR,146001,0.1,1,212506759,1894
GOLDEN PEAKOCK OVERSEAS LTD,,,,NOIDA,201306,0.1,1,212506758,1895
THAKKAR EXIM,,,,RAJKOT,360001,0.1,1,212506757,1896
M/S JAYNA ENGINEERING WORKS,,,,LUDHIANA,141010,0.1,1,212506756,1897
VINROX TECHNOLOGIES LLP,,,,VADODARA,390010,0.1,1,212506755,1898
COMUNE INDUSTRIES,,,,AHMEDABAD,380026,0.1,1,212506754,1899
DUKE FASHIONS (INDIA) LTD,,,,LUDHIANA,141008,0.1,1,212506753,1900
DUKE FASHIONS (INDIA) LTD,,,,LUDHIANA,141008,0.1,1,212506752,1901
SHARDA MOTOR INDUSTRIES LTD,,,,NEW DELHI,110020,0.1,1,212506751,1902
SHARDA MOTOR INDUSTRIES LTD,,,,NEW DELHI,110020,0.1,1,212506750,1903
MANAKSIA STEELS LIMITED,,,,KOLKATA,700001,0.1,1,212506749,1904
VIVO MOBILE INDIA PVT. LTD.,,,,GAUTAM BUDDHA NAGAR,201308,0.1,1,212506748,1905
ELECTROSTEEL CASTINGS LTD,,,,KOLKATA,700017,0.1,1,212506747,1906
ASHA RAM & SONS PVT.LTD.,,,,NEW DELHI,110055,0.1,1,212506746,1907
PASUPATI ACRYLON LTD.,,,,NEW DELHI,110001,0.1,1,212506745,1908
RUSTAM FOODS PVT LTD,,,,KANPUR,208010,0.1,1,212506744,1909
PINAX STEEL INDUSTRIES PVT. LTD,,,,PATNA,801103,0.1,1,212506743,1910
XIAOMI TECHNOLOGY INDIA PRIVATE LIMITED,,,,BANGALORE,560103,0.1,1,212506742,1911
ZEP TECH SYSTEMS PRIVATE LIMITED,,,,GAUTAM BUDH NAGAR,201305,0.1,1,212506741,1912
AVLON CERAMIC PVT  LTD.,,,,RAJKOT,363642,0.1,1,212506740,1913
MEHTA INTERSTATE TRANSPORT CORPORATION,,,,NEW DELHI,110042,0.1,1,212506739,1914
L S AUXI CHEM PRIVATE LIMITED,,,,VALSAD,396155,0.1,1,212506738,1915
ARCELORMITTAL NIPPON STEEL INDIA LIMITED,,,,SURAT,394270,0.1,1,212506737,1916
ATC LOGISTICAL SOLUTIONS PRIVATE LIMITED,,,,JAMMU,180011,0.1,1,212506736,1917
SURYODAY SMALL FINANCE BANK LIMITED,,,,THANE,400614,0.1,1,212506815,1918
FINOVA CAPITAL PRIVATE LIMITED,,,,JAIPUR,302021,0.1,1,212506814,1919
DATAFACTZ SOLUTIONS PRIVATE LIMITED,,,,K.V.RANGAREDDY,500032,0.1,1,212506813,1920
ARF DESIGN PRIVATE LIMITED,,,,BANGALORE,560102,0.1,1,212506812,1921
MERCER CONSULTING (INDIA) PRIVATE LIMITED,,,,GURGAON,122002,0.1,1,212506811,1922
BNP PARIBAS,,,,MUMBAI,400051,0.1,1,212506810,1923
PRESCOMEC AUTOCOMP PVT LTD,,,,FARIDABAD,121006,0.1,1,212506809,1924
BENNETT COLEMAN & CO LTD,,,,MUMBAI,400001,0.1,1,212506808,1925
CHANRAI CONSULTANTS LLP,,,,MUMBAI,400021,0.1,1,212506807,1926
ENGINEER.AI INDIA PRIVATE LIMITED,,,,GURGAON,122002,0.1,1,212506806,1927
SHANBHAG AND ASSOCIATES,,,,MUMBAI,400069,0.1,1,212505275,1928
INFIGO LIFESCIENCES PVT LTD,,,,THANE,400604,0.1,1,212505274,1929
INFIGO LIFESCIENCES PVT LTD,,,,THANE,400604,0.1,1,212505273,1930
ADITYA INTERNATIONAL,,,,MUMBAI,400064,0.1,1,212505272,1931
GARDEN VIEWCOOPHOUSINGSOCIETYLIMITED,,,,MUMBAI,400705,0.1,1,212505271,1932
PAGARIA ADVISORY PRIVATE LIMITED,,,,THANE,400614,0.1,1,212505270,1933
MOHAN APARTMENT CO OPERATIVE HOUSING SOCIETY LIMITED,,,,MUMBAI,400058,0.1,1,212505269,1934
MR. SUNIL KAUSHAL AND MRS. PREETI VAISHAYA.,,,,THANE,401208,0.1,1,212505268,1935
ODINA CO.OP.HSG. SOC.LTD.,,,,MUMBAI,400054,0.1,1,212505267,1936
CARNATION CO OPERATIVE HOUSING SOCIETY LTD,,,,MUMBAI,400061,0.1,1,212505266,1937
BORIVALIRAAJHAUNSCOOPERATIVEHOUSINGSOCIETY LTD,,,,MUMBAI,400091,0.1,1,212505265,1938
JUI MAYFAIR VIRAR GARDENS CHS LTD,,,,THANE,401303,0.1,1,212505264,1939
AMARTARU II CO OPERATIVE HOUSING SOCIETY LIMITED,,,,MUMBAI,400069,0.1,1,212505263,1940
DAFODILCO OPERATIVE HOUSING SOCIETY LIMITED,,,,MUMBAI,400076,0.1,1,212505262,1941
NOEL TEXTILES (INDIA) PRIVATE LIMITED,,,,MUMBAI,400002,0.1,1,212505261,1942
KLOTHING CONNECTION,,,,MUMBAI,400072,0.1,1,212505260,1943
CHARKOP BAGESHREE CO OPERATIVE HOUSING SOCIETY LIMITED,,,,MUMBAI,400067,0.1,1,212505259,1944
M S ENGINEERING WORKS,,,,MUMBAI,400059,0.1,1,212505258,1945
VASANT BHAGIRATHI CO OPERATIVE HOUSING SOC LTD,,,,MUMBAI,400067,0.1,1,212505257,1946
STERLING CO OPERATIVE HOUSING SOCIETY LIMITED,,,,MUMBAI,400053,0.1,1,212505256,1947
JMC PROJECTS (INDIA) LTD.,,,,MUMBAI,400055,0.1,1,212506795,1948
RENAISSANCEHOMES,,,,MUMBAI,400025,0.1,1,212506794,1949
RENAISSANCEHOMES,,,,MUMBAI,400025,0.1,1,212506793,1950
ADVANCE INDIA PROJECTS LTD,,,,GURGAON,122002,0.1,1,212506792,1951
KRISHNA BUILDESTATES PRIVATE LIMITED,,,,NEW DELHI,110019,0.1,1,212506791,1952
SPLENDOR LANDBASE LTD.,,,,NEW DELHI,110025,0.1,1,212506790,1953
GAWAR CONSTRUCTION LIMITED & NATIONAL HIGHWAY AUTHORITY OF INDIA,,,,GURGAON,122001,0.1,1,212506789,1954
M S. KGL INFRASTRUCTURE,,,,DEHRADUN,248001,0.1,1,212506788,1955
VASCON ENGINEERS LTD & UTTAR PRADESH PUBLIC WORK DEPARTMENT,,,,PUNE,411014,0.1,1,212506787,1956
MONICA MEHTA W 0 RAJ KUMAR METHA,,,,DEHRADUN,248123,0.1,1,212506786,1957
RHETORIC TECHNOLOGIES (P) LTD.,,,,JAIPUR,302022,0.1,1,212506785,1958
URC CONSTRUCTION (P) LTD,,,,NEW DELHI,110049,0.1,1,212506784,1959
KANWAR ENTERPRISES PVT LTD,,,,GAUTAM BUDH NAGAR,201301,0.1,1,212506783,1960
"EXECUTIVE ENGINEER AND SENIOR MANAGER II (CIVIL), KARAIKAL PROJECT DIVISION - II, CPWD, KARAIKAL AS PRINCIPAL URC CONSTRUCTION (P) LTD AS MAIN CONTRACTOR",,,,ERODE,638012,0.1,1,212506782,1961
ADI SIDDHASHILA ASSOCIATES,,,,PUNE,411057,0.1,1,212506781,1962
DINESHCHANDRA R AGRAWAL INFRACON PVT.LTD.,,,,AHMEDABAD,380015,0.1,1,212506780,1963
GAWAR CONSTRUCTION LIMITED & NHAI,,,,GURGAON,122001,0.1,1,212506779,1964
NGRT SYSTEMS PVT. LTD.,,,,NAGPUR,440012,0.1,1,212506778,1965
NGRT SYSTEMS PVT. LTD.,,,,NAGPUR,440012,0.1,1,212506777,1966
BANDHAN BANK LTD,,,,KOLKATA,700091,0.1,1,212506776,1967
S S PATIL AND SONS,,,,RAIGARH,410206,0.1,1,212506569,1968
S S PATIL AND SONS,,,,RAIGARH,410206,0.1,1,212506568,1969
VIJAY KUMAR SHAILENDRA KUMAR CONSTRUCTION PRIVATE LIMITED,,,,BHILAI,490020,0.1,1,212506567,1970
JAGDAMBA CRANES PVT LTD,,,,NEW DELHI,110064,0.1,1,212506566,1971
M/S SAINIK MINING & ALLIED SERVICES LTD,,,,KORBA,495677,0.1,1,212506565,1972
SINDHU TRADE LINKS LTD,,,,KORBA,495677,0.1,1,212506564,1973
M/S SAINIK MINING & ALLIED SERVICES LTD,,,,KORBA,495677,0.1,1,212506563,1974
SINDHU TRADE LINKS LTD,,,,KORBA,495677,0.1,1,212506562,1975
VIJAY KUMAR SHAILENDRA KUMAR CONSTRUCTION PRIVATE LIMITED,,,,BHILAI,490020,0.1,1,212506561,1976
SINDHU TRADE LINKS LTD,,,,KORBA,495677,0.1,1,212506560,1977
M/S SAINIK MINING & ALLIED SERVICES LTD,,,,KORBA,495677,0.1,1,212506559,1978
SINDHU TRADE LINKS LTD,,,,KORBA,495677,0.1,1,212506558,1979
DHIRAJ TRADER,,,,SOLAN,174103,0.1,1,212506557,1980
M/S SAINIK MINING & ALLIED SERVICES LTD,,,,KORBA,495677,0.1,1,212506556,1981
C&G ASSOCIATES,,,,BANGALORE,560038,0.1,1,212506585,1982
VALEO INDIA PVT. LTD L34-LIGHTING SYSTEM CHENNAI,,,,CHENNAI,600091,0.1,1,212506584,1983
PREMIER AIRCON,,,,HYDERABAD,500081,0.1,1,212506583,1984
NAVSARJAN ENGINEERING PVT LTD,,,,GANDHI NAGAR,382006,0.1,1,212506582,1985
NAVSARJAN ENGINEERING PVT LTD,,,,GANDHI NAGAR,382006,0.1,1,212506581,1986
PIONEER ALUMINIUM PVT LTD,,,,FARIDABAD,121003,0.1,1,212506580,1987
M S PINK CITY INFRATECH ( P ) LTD.,,,,JAIPUR,302029,0.1,1,212506579,1988
M/S SAINIK MINING & ALLIED SERVICES LTD,,,,SUNDARGARH,770013,0.1,1,212506578,1989
PUNJAB CONTAINER SERVICE REGD,,,,JALANDHAR,144001,0.1,1,212506577,1990
SARITHA INFRA &AMP; GEOSTRUCTURES,,,,VISAKHAPATNAM,530013,0.1,1,212506576,1991
AMAZON TRANSPORTATION SERVICES PRIVATE LIMITED,,,,BANGALORE,560055,0.1,1,212506835,1992
INDIA LIFE CAPITAL PVT LTD,,,,BANGALORE,560001,0.1,1,212506834,1993
XOOA TECHNOLOGIES PRIVATE LIMITED,,,,THANE,400710,0.1,1,212506833,1994
TRIDENT LIMITED,,,,SANGRUR,148101,0.1,1,212506832,1995
LGF SYSMAC (INDIA) PRIVATE LIMITED,,,,SONIPAT,131029,0.1,1,212506831,1996
KELLOGG BROWN & ROOT ENGINEERING & CONSTRUCTION INDIA PVT LTD,,,,GURGAON,122002,0.1,1,212506830,1997
ENPHASE SOLAR ENERGY PRIVATE LIMITED,,,,GAUTAM BUDDHA NAGAR,201305,0.1,1,212506829,1998
TECHILA GLOBAL SERVICES PRIVATE LIMITED,,,,PUNE,411028,0.1,1,212506828,1999
KUWY TECHNOLOGY SERVICE PRIVATE LIMITED,,,,CHENNAI,600018,0.1,1,212506827,2000
ANTSTACK TECHNOLOGIES PRIVATE LIMITED,,,,BANGALORE,560010,0.1,1,212506826,2001
REACTORE INDIA PRIVATE LIMITED,,,,BANGALORE,560034,0.1,1,212506825,2002
NATIONAL STOCK EXCHANGE OF INDIA LIMITED,,,,MUMBAI,400051,0.1,1,212506824,2003
VAIBHAV PLASTO PRINTING & PACKAGING PVT LTD,,,,NAGPUR,440016,0.1,1,212506823,2004
SAYAJI INDUSTRIES LIMITED,,,,AHMEDABAD,382430,0.1,1,212506822,2005
MICROWORLD SOFTWARE SERVICES PVT LTD,,,,MUMBAI,400093,0.1,1,212506821,2006
KSR EDUCATIONAL AND CHARITABLE TRUST,,,,namakkal,637215,0.1,1,212506820,2007
PURPLE AUDACITY RESEARCH & INNOVATION PVT LTD,,,,NEW DELHI,110078,0.1,1,212506819,2008
HYPRO ENGINEERS PVT LTD,,,,PUNE,411052,0.1,1,212506818,2009
CRODA INDIA COMPANY PVT LTD,,,,THANE,400710,0.1,1,212506817,2010
PIDILITE INDUSTRIES LTD,,,,MUMBAI,400059,0.1,1,212506816,2011
VIHAN ENTERPRISES,,,,THANE,401208,0.1,1,212506595,2012
R.K. & COMPANY MANPOWER PRIVATE LIMITED,,,,GURGAON,122017,0.1,1,212506594,2013
BLUEDART AVIATION LIMITED,,,,CHENNAI,600027,0.1,1,212506593,2014
M/S.HEM AIR SYSTEM,,,,AHMEDABAD,380006,0.1,1,212506592,2015
BABA ENTERPRISES,,,,NAVI MUMBAI,400703,0.1,1,212506591,2016
NARMADA BIO CHEM LTD,,,,AHMEDABAD,380015,0.1,1,212506590,2017
UNDERGROUND PIPELINE & NDTS PVT. LTD.,,,,GAUTAM BUDH NAGAR,201301,0.1,1,212506589,2018
POTALIYA ENTERPRISES,,,,JAIPUR,303329,0.1,1,212506588,2019
BUCON ENGINEERS AND INFRASTRUCTURE PVT LTD,,,,MUMBAI,400056,0.1,1,212506587,2020
COSPOWER ENGINEERING LTD,,,,MUMBAI,400062,0.1,1,212506586,2021
QUALITY AUTO PRODUCTS PRIVATE LIMITED,,,,BANGALORE,560074,0.1,1,212506915,2022
SEARCH AGENCY PERFORMANCE MARKETING INDIA PVT LTD,,,,BANGALORE,560038,0.1,1,212506914,2023
CODEYETI SOFTWARE SOLUTIONS PRIVATE LIMITED,,,,GAUTAM BUDH NAGAR,201301,0.1,1,212506913,2024
LINDE ENGINEERING INDIA PVT LTD,,,,VADODARA,390007,0.1,1,212506912,2025
AASEYA IT SERVICES PRIVATE LIMITED,,,,HYDERABAD,500081,0.1,1,212506911,2026
FUSION MICRO FINANCE LIMITED,,,,GURGAON,122001,0.1,1,212506910,2027
BRIDGE MEDICAL CONSULTING PVT LTD,,,,NEW DELHI,110015,0.1,1,212506909,2028
CLASSIC LABOUR ADVISORY SERVICES PVT.LTD,,,,MUMBAI,400053,0.1,1,212506908,2029
RIPL TECHNOLOGIES PVT LTD,,,,VADODARA,390015,0.1,1,212506907,2030
FUJIYAMA POWER SYSTEMS PVT LTD,,,,PARWANOO,173220,0.1,1,212506906,2031
AZEAGAIA DEVELOPMENT PVT LTD,,,,LUCKNOW,226010,0.1,1,212506905,2032
QUALITRIX TECHNOLOGIES PVT LTD,,,,BANGALORE,560052,0.1,1,212506904,2033
KSD TECHNOLOGIES PRIVATE LIMITED,,,,NAGPUR,440027,0.1,1,212506903,2034
TULIP DIAGNOSTICS PVT LTD.,,,,NORTH GOA,403201,0.1,1,212506902,2035
RANGAM INFOTECH PVT LTD,,,,VADODARA,390015,0.1,1,212506901,2036
YASH TECHNOLOGIES PVT LTD,,,,INDORE,452001,0.1,1,212506900,2037
PAYPAL INDIA PRIVATE LIMITED,,,,CHENNAI,600119,0.1,1,212506899,2038
VAIBHAV PLASTO PRINTING & PACKAGING PVT LTD,,,,NAGPUR,440016,0.1,1,212506898,2039
IAN MARTIN VADODARA CONSULTING PRIVATE LIMITED,,,,VADODARA,390007,0.1,1,212506897,2040
CONDE NAST INDIA PRIVATE LIMITED,,,,MUMBAI,400001,0.1,1,212506896,2041
RAMKY ENVIRO ENGINEERS LIMITED,,,,K.V.RANGAREDDY,500032,0.1,1,212506875,2042
INTER GLOBE HOTELS PVT LTD IBIS KOLKATTA,,,,KOLKATA,700156,0.1,1,212506874,2043
CALIBER OUTSOURCING SERVICES,,,,GURGAON,122002,0.1,1,212506873,2044
QUALITY AUTO PRODUCTS PRIVATE LIMITED,,,,BANGALORE,560074,0.1,1,212506872,2045
RAMKY ENVIRO ENGINEERS LIMITED,,,,HYDERABAD ,500032,0.1,1,212506871,2046
THALES DIS TECHNOLOGY INDIA PRIVATE LIMITED,,,,NEW DELHI,110001,0.1,1,212506870,2047
